"at","score","content","sentiment","pos_score","neg_score"
"2025-12-10 23:30:03","5","네이버 웹툰 20주년이길래 어떻게 자축하면 좋을까 하다가 이리로 왔습니다. 제 인생의 블루라이트와 맛소금으로써 현대인의 정신 건장을 챙겨주셔서 정말 정말 감사합니다. 번창하시고 앞으로도 오래 뵈어요.","긍정","1","0"
"2025-12-10 15:15:35","5","구읃","긍정","0","0"
"2025-12-10 14:55:10","3","저 왠만하면 모든 웹툰을 다 잘보고있고,평점도 좋게 나누는 여중생이라고 합니다 근데 이번 신작 목요일 웹툰에 휴먼 웨이러블 이라는 표지가...청소년측으로 봤을때 너무 기괴하고 징그러워서 보기가 진짜 힘들어요.....표지좀 바꿔주셨으면 해요ㅠㅠㅠ무서워요😭😭😭","중립","0","0"
"2025-12-10 10:48:09","1","인터넷 환경 최악. 모든 웹툰 앱 중 가장 인터넷 연결이 구림. 끊김, 버퍼링은 기본이고 심각한 경우 앱을 껐다 켜도 로딩이 끝나지 않음. 다른 웹툰 어플은 안 그럼. 그냥 이 새낀 일을 못함.","부정","0","3"
"2025-12-10 10:47:48","5","좋아요","긍정","2","0"
"2025-12-10 01:45:01","5","웹튠을 무료로 볼수 있는 좋은앱이다","긍정","0","0"
"2025-12-09 13:15:49","1","기존보던기록다초기화 정주행하던것도초기화 이전버전으로바꿔라","부정","2","0"
"2025-12-09 11:19:15","5","좋아요","긍정","2","0"
"2025-12-08 23:24:08","5","제공이 마에듬","긍정","0","0"
"2025-12-08 14:51:44","5","재미있는 웹툰이 많아서 좋아요","긍정","4","0"
"2025-12-08 11:22:28","5","웹툰 너무 잘 보고있고 이번 신작들도 전부 수준이 높네요! 너무 재미있게 잘 보고 있습니다! 앞으로도 더 열심히 네이버 웹툰을 발전시켜 봅시다! 화이팅!!!","긍정","2","0"
"2025-12-08 11:00:31","5","너무 재미있고 좋은거 같아요!!","긍정","2","0"
"2025-12-08 09:52:43","5","응원","긍정","1","0"
"2025-12-08 06:37:06","5","최고","긍정","3","0"
"2025-12-07 22:43:20","4","진짜 네이버웹툰 잘쓰고 있는 유저인데 최근 본과 지금 볼이라는 유용한 기능이있는 데 더 이상 완결이나거나 안보는 웹툰은 X버튼 같은 걸로 지울 수 있으면 더 좋을 것 같아요. 왜냐하면 진짜 볼 려고 하는 웹툰도 찾기 힘들어요. 그런 부분들만 빼면 다 좋아서 아직까지 편하게 쓰고 있습니다^^","긍정","1","0"
"2025-12-07 19:28:52","5","잊고 지내던 추억의 웹툰이 기억났다 아직 여기에 있었다 그것만으로도, 아직 네이버에 가치는 있었다","긍정","0","0"
"2025-12-07 10:55:49","1","웹툰보는중에 앱을 내리면 리프레쉬되는게 너무 불편...점점 불편해지네요","부정","0","2"
"2025-12-07 05:38:29","1","하... 네이버 웹툰에서 작가님이 버신 돈의 약 90%를 회사가 가져간다면서요? 네이버 웹툰 많이 좋아했었는데 좀 충격이네요 불매 운동 할게요","부정","1","0"
"2025-12-07 04:51:38","5","너무 편리 해요","긍정","0","0"
"2025-12-07 04:48:50","5","없으면 안되는것!!항상 열씨미보고있어요 특히 전에봤던거 기준으로 새이야기 올라오면 젤먼저 보이는거 정말 좋은듯합니다","긍정","0","0"
"2025-12-07 04:29:11","5","웹툰 보기에 편안한 UI를 갖추고 있는 것 같아서 좋아요 ㅋㅎㅋㅎ","긍정","2","0"
"2025-12-07 03:46:11","3","쿠키가 없어서 쿠키 오븐 들어가서 할 거 없나 하고 찾아보고 있는데 마비노기 모바일에서 최초로 캐릭터 생성하면 쿠키 40개 준다길래 참여하기 누르고 1시간 동안 캐릭터 겨우 생성했는데 네이버 웹툰 들어와 보니까 쿠키 지급이 안 되어 있었음. 그래서 문의하려고 사진도 업로드하고 이유도 적었는데 그래도 쿠키 지급이 안 됐음.여러분은 이런거 조심하세용","중립","0","0"
"2025-12-07 01:37:44","5","재밌게 보고 있습니다. 감사합니다!","긍정","1","0"
"2025-12-06 23:54:09","5","여러작가들의 작품 즐겁게 잘보고있어요 K툰 승하라!","긍정","0","0"
"2025-12-06 22:44:42","5","구뜨!","긍정","0","0"
"2025-12-06 18:13:38","4","앱 기능 자체만 말하면 낫배드? 다른 웹툰 앱들은 캡쳐할 때 캡쳐 개수를 제한하거나 캡쳐하기 불편하게 만들어져있는데, 전체도 캡쳐하기 편하게끔 기능이 만들어져있어서 ㄹㅇ 가장 만족스러움. 댓 업뎃한 이후로 좋아요 시간 제한이나 개수 제한 없어진 게 너무 좋음. 댓글 기능에 스포 방지 기능, 회차마다 어느정도 봤는지 표시(덜 읽은 회차 누르면 거기로 이동하게 되는) 기능 같은 거 있으면 좋을 듯. 가끔 캡쳐를 했는데 마지막에 캡쳐 미리보기? 화면에 아무것도 안뜨고 캡쳐 안 한 것처럼 갤러리에도 안뜨는 버그가 가끔 있고, 댓 다려고 보면 이름이 null(null)이라고 나와있지만 정작 댓 달면 원래대로 돌아오는 버그가 진짜 가끔씩 나오긴 하지만 별로 큰 버그가 아니라서 걍 보는 중. 웹사이트에서는 쿠키 하나에 100원인데 앱에서는 120원인 게 살짝 의문스러움 쿠키 충전할 때마다 웹사이트 들어가기 귀찮은데 걍 앱에서도 100원으로 통일해줬으면.. 하는 작은 바람이 있을 뿐임.","긍정","2","5"
"2025-12-06 15:39:44","5","굿","긍정","0","0"
"2025-12-06 11:11:58","5","👍","긍정","0","0"
"2025-12-06 09:18:17","5","굳!! 근데 중혁독자도 캐릭터챗에 넣어주세요ㅠㅠ","긍정","0","0"
"2025-12-06 05:54:33","5","여긴 웹툰 시티","긍정","0","0"
"2025-12-06 03:42:40","5","마루는 강쥐 추천 우리 아가가 너무 잘봄 추천","긍정","2","0"
"2025-12-06 02:17:11","1","광고 ID는 만 14세 미만만 받을 수 있다그러고 광고 ID 없으면 무료쿠키 못받는다그러고 어쩌라는건지 모르겟음 앞으로 굳이 사서보진않을듯","부정","0","1"
"2025-12-06 01:45:20","5","너무좋고 잘보겠습니다","긍정","0","0"
"2025-12-05 22:55:38","5","웹툰없는 세상은 너무슬퍼","긍정","0","0"
"2025-12-05 17:21:35","1","좋은 웹툰은 100에 1개뿐 나머지는 못봐주겠다 박태준 퇴출 시켜라. 호형 연중 시키거나 출하 시켜라","부정","0","0"
"2025-12-05 15:22:27","1","오늘 밤 무료 차라는데 네이버 웹툰은 시간과 밤을 구분 못하는 빡대가리네요, 무슨 새벽에 열려요. 분발해라 하..무슨 새벽 1~2시에 열리는거 실화..?","부정","0","0"
"2025-12-05 12:38:01","5","너무 재밌어요!!","긍정","4","0"
"2025-12-05 12:03:32","5","시간이 가는중도 모름","긍정","0","0"
"2025-12-05 09:30:34","5","웹툰 보고 진짜 재밌었어요 ㅎㅎ","긍정","0","0"
"2025-12-05 09:20:14","5","아 ㅠㅠ너무 재밌어요 만화 보고싶을때 자주오는데 요즘게임보다 이걸 많이쓰네용 ㅠ","긍정","4","0"
"2025-12-05 03:03:39","5","잘하자...성별갈등같은거 또 터뜨리지말고..","긍정","0","0"
"2025-12-05 02:16:54","5","굿","긍정","0","0"
"2025-12-05 01:58:35","5","굳","긍정","0","0"
"2025-12-04 11:13:05","1","웹으로 산 미리보기를 어플 깔아야만 모바일로 볼 수 있음. 웹 으로 볼 수 없으면 구매를 막든지?","부정","0","0"
"2025-12-04 08:22:39","5","흥미롭네요","긍정","0","0"
"2025-12-04 07:22:22","5","👍👍","긍정","0","0"
"2025-12-04 06:36:35","5","굿 ㅡ.ㅡ","긍정","0","0"
"2025-12-04 00:53:52","5","웹툰 무료로 보여주는데 광고를 도배하는것도 아니고 이만하면 완전 개꿀!엄지척! 웹툰을 맘껏 볼 수 있다는게 제일 장점","긍정","0","1"
"2025-12-03 23:19:20","5","웹툰보는데 좋아요","긍정","2","0"
"2025-12-03 20:03:02","1","업데이트후 부터 홈갓다가 돌아오면 광고뜨고 읽던거 리셋되서 겁나짜증나네","부정","0","3"
"2025-12-03 14:30:28","5","굳굳","긍정","0","0"
"2025-12-03 11:17:44","5","갤럭시 워치용 시리즈나 웹툰 앱좀ㅈㅂ 너무 필요해요","긍정","0","0"
"2025-12-03 09:07:15","1","2.37.0버전부터 화면 비율이 이상하게 나옵니다 갤럭시 폴드7 사용중인데 이전버전까진 괜찮다가 11월에 올라온 버전으로 업데이트 한 후부터 웹툰 회차 볼 때 양 옆으로 빈 여백이 생기고 화면에 꽉차게 안나옵니다 수정부탁드려요","부정","0","0"
"2025-12-03 06:57:41","1","미리보기 버그 때문에 나온지도 모르다가 스포 당하고 알게됨 제발 미리보기 버그 좀 고쳐라","부정","0","2"
"2025-12-03 04:10:44","5","너무 좋음","긍정","0","0"
"2025-12-02 23:23:31","5","정말 재밌는 왭툰 많아요!!","긍정","0","0"
"2025-12-02 11:47:21","5","최고에요 더이상의 설명은 생략한다","긍정","3","0"
"2025-12-02 10:54:18","5","좋아용","긍정","1","0"
"2025-12-02 09:46:18","1","미션으로 쿠키 얻을려는데 쿠키 지급을 안해줘서 문의를 했더니 광고주가 안된다 이러네요 미션을 해도 안줄거면 왜 이 시스템을 만든건지 이해가 안되네요;","부정","0","1"
"2025-12-02 04:02:12","5","월간 이용권 이런것도 있었음 좋겠어용ㅎㅎ","긍정","0","0"
"2025-12-02 03:51:01","1","이 싸갈 네웹아 작가 그만 갈아치워 ㅇㅇ 앱은 좋아 근데 이상한 애들 안센티브 삭감시키지 말고 작가좀 그만 갈아치우고 무료쿠키도 좀 더 주고 하라니까? 쿠키 굽는 시스템 좋았는데 그거 새로운 쿠키 출시해봐 쿠키좀 구워보게","부정","1","0"
"2025-12-02 02:44:36","5","사랑해요.네이버 웹툰 항상 진짜진짜 재미있게 잘보고있습니다.항상 응원할게요.^^","긍정","3","0"
"2025-12-02 02:36:53","5","옛날 추억 만화들이 있어서 좋아합니다. 지난 고전 만화들은 무료화하시면 어떨지요. 잘안보는 만화들은 무료화 한다면 클릭하는 유저들도 많이 모이지 안을까합니다. 부뷰 무료는 많은데 전편 무료는 없는게 아쉽기는 합니다. 전편 무료 진행 부탁드립니다.","긍정","1","0"
"2025-12-02 02:16:28","5","재밌게 잘 보고 있습니다!","긍정","0","0"
"2025-12-02 01:19:53","5","잘봄","긍정","0","0"
"2025-12-01 16:31:42","1","제발 부탁이니 잠깐 호기심에 한 화 봤던 작품들 썩어 문드러질 때 까지 알아서 딱에 노출되는 상황 어떻게 안될까요. 제외하기 기능좀 추가해주세요 제발... 웹툰 차단기능 있길 간절히 바랍니다.","부정","0","0"
"2025-12-01 14:06:40","5","좋음ㅁ","긍정","0","0"
"2025-12-01 12:11:59","5","정말 재미있고 다양한 웹툰을 볼수있다는게 너무 좋습니다. 친구의 추천으로 깔았는데 기대이상으로 좋아서 5점 드립니다.","긍정","6","0"
"2025-12-01 12:03:13","4","알림 온 거 따로 볼 수 있는 기능 좀 만들어 주세요. 알림 누르면 자꾸 메인 홈으로 들어가져서 볼 수가 없어요. 찾는데도 한참 걸리거나 뭐였는지 몰라서 못 찾으니 짜증 납니다.","긍정","0","2"
"2025-12-01 11:21:54","1","완결 페이지 롤백 시켜라. 이상한 숏폼도 치워라. 아니면 베도를 치우던다. 배보다 배꼽이 더 크다.","부정","0","0"
"2025-12-01 11:05:56","5","굿","긍정","0","0"
"2025-11-30 21:25:40","5","magnification","긍정","0","0"
"2025-11-30 14:05:00","5","위탁가족 보는데 왠지 뭉클해요 ㅜㅜ쭉 볼려고 생각중이에요","긍정","0","0"
"2025-11-30 10:41:48","5","안녕하세요 웹툰 좋아하는 14남자 입니다 제가 좋아하는 스릴러 장르가 많고 회차가 무료로 열리는 보상과 이벤트가 정말 좋다고 생각합니다 감사합니다!","긍정","3","0"
"2025-11-30 10:12:06","1","무료쿠키 시스템 개선이 없음","부정","0","0"
"2025-11-30 08:26:18","1","저만 그런 건지 모르겠지만 무료쿠키 미션 완료해도 쿠키 안들어오고 문의해도 안들어옴..","부정","0","0"
"2025-11-30 06:02:50","5","개지림","긍정","0","0"
"2025-11-30 04:48:45","1","호환성이 떨어져서 외국단말기에서 안열리거나 로그인이 안됨","부정","0","0"
"2025-11-30 04:38:21","4","좋아용","긍정","1","0"
"2025-11-29 23:17:51","5","작품도 많고 좋습니다","긍정","1","0"
"2025-11-29 22:19:52","4","미리보기 할 때 대여만 가능하고 소장하려면 네이버시리즈 따로 깔아야함 약간 상술로 느껴짐","긍정","0","0"
"2025-11-29 14:20:13","5","쇼핑참여 왜 안떠여?? 계속 참여했는데 요즘 아예 안 떠요 오류일까요.. 여기 통해서 구매하고 쿠키 받아서 잘 쓰고 있었는데..쿠팡........","긍정","0","2"
"2025-11-29 12:49:09","4","웹툰 엡중에선 좋습니다 최고에요 수고하세요","긍정","4","0"
"2025-11-29 11:59:51","5","역시 네이버","긍정","0","0"
"2025-11-29 10:36:45","5","쪼아용","긍정","0","0"
"2025-11-29 10:33:29","4","쇼츠는 쫌....","긍정","0","0"
"2025-11-29 07:12:16","5","웹툰앱중 1위!","긍정","0","0"
"2025-11-29 07:08:50","5","작가들 재밌는 작품들 많네요","긍정","0","0"
"2025-11-29 04:41:23","4","안녕하세용^^ 1년째 쓰고 있는 유저인데요 일단 장점부터 말하게습니다^^ 장점1:버그가 생각보다 없어서 좋다 장점2:추천웹툰이 대대로 너무 재밌당^^ 단점.. 단점1:웹툰을 올리려 할때 어디서 올리는지 너무 복잡해서 못 찾아서요.. 그럴때 차라리 계정 밑에 '웹툰 만들기+' 이 버튼을 만드는게 어떨지.. 의견 줍니다.. (강요 ㄴㄴ) 이거 말고는 없는거 같습이다 이거 강추합니다~~~^^ (참고로 저 모바일이라서..^^)","긍정","6","2"
"2025-11-29 03:59:53","5","너무좋아요 낙으로 삽니다","긍정","2","0"
"2025-11-28 10:54:48","5","다양한 웹툰이 많아서 볼 거리가 다양합니다","긍정","0","0"
"2025-11-28 10:54:40","1","지혼자 쳐 확대 되는 것 좀 고쳐라 불편해 죽겠네","부정","0","2"
"2025-11-28 07:27:45","5","네이버웹툰 최고!","긍정","3","0"
"2025-11-27 15:28:36","1","팝업이 왜뜨냐자꾸","부정","0","0"
"2025-11-27 14:34:23","5","무료가 있어서 너무너무 좋은데 유료인건 저같은 학생들에게는 조금 부담이라고 느껴져요 돈을 막 써야하는건 아니지만 어쨌든 돈을 써야지만 볼수있는게 있어서 좀 아쉬워요 제가 로그인도 폰이 제 계정이 아니라서 못 하거든요 그래도 폰 바꿀때마다 1등으로 까는게 네이버 웹툰이에요 저는 벌써 5년 정도 사용하고있어요 저는 제가 단점을 보완한다면 완결되서 돈주고 봐야하는 유료인 웹툰들을 한달이나 두달에 한번 일주일동안 무료로 볼수있게 하는것도 좋을것같아요 그러면 조금더 많이 사용할것갔습니다 너무너무 네이버 웹툰 사랑해용!!","긍정","0","0"
"2025-11-27 13:50:41","5","너무좋아요","긍정","2","0"
"2025-11-27 08:51:58","5","좋아요.","긍정","2","0"
"2025-11-27 08:48:53","5","이거 때문에 인생 살고있다","긍정","0","0"
"2025-11-27 02:47:41","5","시간 가는줄 몰라요","긍정","0","0"
"2025-11-27 01:05:10","5","항상 재밌게 보고있어요","긍정","0","0"
"2025-11-26 14:34:59","1","무료쿠키 미션을했는데 안주네요.....","부정","0","0"
"2025-11-26 12:54:12","5","내가 좋아하는 웹툰을 볼수 있어서 너무 좋아요!!","긍정","2","0"
"2025-11-25 23:39:05","5","과거에 보았던 현재를보던 모두추억이 되네요","긍정","0","0"
"2025-11-25 15:18:07","5","좋은 웹툰 보게 해주셔서 감사해요!","긍정","1","0"
"2025-11-25 14:11:29","5","재밋게 잘 보고 있어요 보기도 편하네요","긍정","0","0"
"2025-11-25 11:20:50","5","이 앱에서 웹툰 평점만으로 보는 사람이 없었으면 좋겠습니다. 악의적으로 댓글 테러 평점 테러를 하는 사람이 있기에 하는 말입니다. 특히 댓글 테러 내용과 상관 없어보이는 건 강제로 삭제 해줬음 좋겠습니다. 이 앱의 중요한 단점은 이거말곤 없는 거 같고 장점을 소개 해보자면 많은 웹툰이 무료라는 것입니다. 남이 만든 귀한 작품을 무료로 계속 볼 수 있다는 게 아주 좋은 점 같습니다. 저는 개인적으로 이 앱 편하고 좋게 사용하고 있습니다. 추천 하는 앱 입니다. 👍 앞으로도 좋은 앱 많이 내시고 건강하세요! ☺️","긍정","2","0"
"2025-11-25 10:39:12","4","너무 재미있어요! 근데 로그인때문에 다못봐서 아쉬워요ㅠㅠ","긍정","2","0"
"2025-11-25 08:21:05","5","말이필요해?","긍정","0","0"
"2025-11-25 01:02:09","1","검열좀 제발 그냥 없애면 안되나요? 정 안되면 연령대별로 나누든지 무슨 그림체가 망가질정도로 검열을 맥여요? 심지어 19금도 검열 맥이는건 무슨 쌍팔년도도 아니고 진짜 이해가 안되네","부정","0","1"
"2025-11-24 23:43:05","5","굳","긍정","0","0"
"2025-11-24 16:01:22","5","좋아요","긍정","2","0"
"2025-11-24 10:12:32","2","네이버 웹툰 앱이 응원하라고 억지로 일루보냄..응원함.","부정","1","0"
"2025-11-23 23:39:44","1","너 때문에 시험 망쳤어 18","부정","0","0"
"2025-11-23 22:43:16","5","진짜 웹툰이 ㄹㅈㄷ임 명작을 여기서 봐서 굿","긍정","3","0"
"2025-11-23 19:54:58","5","화산귀환 영원히 사랑해주세요 ╰(*´︶  `*)╯♡","긍정","0","0"
"2025-11-23 15:48:47","1","예전에는 어러지 않았던것 같은데 오랜만에 웹툰보려고 들어갔는데 최악이네","부정","0","3"
"2025-11-23 10:16:06","5","아주 잘쓰고있음. 최고","긍정","3","0"
"2025-11-23 09:58:36","5","웝툰 처음접합니다 응원합니다","긍정","1","0"
"2025-11-23 01:01:57","5","편리합니다.","긍정","0","0"
"2025-11-23 00:20:24","5","최고에요~~","긍정","3","0"
"2025-11-22 22:34:17","5","만화조아요^^","긍정","0","0"
"2025-11-22 13:42:16","3","솔직히 검열좀 완화시켜주십쇼","중립","0","0"
"2025-11-22 12:33:32","5","네이버웹툰 다좋습니다.","긍정","1","0"
"2025-11-22 11:11:41","2","쿠키 10개 이상 주는 미션 할 때마다 씹히는 거 진짜 못봐주겠음","부정","0","0"
"2025-11-22 10:50:57","5","재밌게 보고 있어요.","긍정","0","0"
"2025-11-22 05:42:40","4","네이버 웹툰 거의 10년째 잘 써 오고 있지만, 어플에 들어가자마자 나오는 웹툰 추천이 불편합니다. 관심 없는 19금 장르 웹툰이 자꾸 뜨네요.. 좀 더 제 관심사 맞춤 웹툰을 추천해주면 좋겠습니다.","긍정","2","2"
"2025-11-22 03:33:40","5","𝐆𝐨𝐨𝐝","긍정","0","0"
"2025-11-22 02:44:06","1","자칭 교수라고 사기치는놈 성차별주의자 작가 웹툰같은건 좀 거르시죠? 덕분에 네이버 안보고 카카오로 넘어갑니다~~~","부정","0","0"
"2025-11-22 02:39:56","5","웹툰재밌엉!!","긍정","0","0"
"2025-11-22 01:31:19","5","갓갓갓 어후를 보게 해주셔서 감사합니다","긍정","1","0"
"2025-11-22 00:36:12","1","처음에는 좋았는데 별로에요. 쿠키도 빠르게 지급 안해주시고 문의로 지급해주시겠다고 하셨으면서 보니까 지급도 안해주셨네요... 앱 회원가입도 처음으로 한것도 쿠키 지급 안되고요. 날이 가면 갈수록 발전이 안되는 느낌... 예전이 더 좋았어요. 그래서인지 네이버 웹툰앱 접속률도 낮고요.","부정","0","1"
"2025-11-22 00:13:19","5","정말 재미있어요!!","긍정","2","0"
"2025-11-21 12:53:48","5","걍 너무 좋아요","긍정","2","0"
"2025-11-21 09:22:17","1","쿠키무료로 줄것처럼 설치하게 해놓고서는 조건걸어놓네요;","부정","0","0"
"2025-11-20 22:56:39","5","사랑해요","긍정","0","0"
"2025-11-20 17:06:14","1","진짜 광고 개화납니다. 관심 쥐꼬리 만큼도 없는 아버지뻘 아저씨가 존심부리면서 명품 사는 웹툰만 떠요. 예전에는 광고하는 웹툰 수도 다양하고 좀 보고싶게끔 광고 평타는 치더니 요즘은 왜 이럽니까? 광고가 하고 싶으면 광고답게 보고 싶게 만들어야죠. 똑같은 것만 주구장창 띄워주면 어느세월에 소비자가 선택을 하겠냐고요. 다양한 연령대가 보고 관심을 갖게끔 해야지 특정 연령층은 관심도 없고 선택도 안 할 웹툰만 띄워주는게 광고입니까?","부정","0","1"
"2025-11-20 16:39:20","5","강열한 웹툰의 매력이 느껴지네요. 쿠키를 사고싶게 만드는 마성이있는 작품도 많이 있는것 같은데....","긍정","0","0"
"2025-11-20 16:15:56","1","쿠키미션해도 안줘요","부정","0","0"
"2025-11-20 08:31:11","4","안녕하세요, 저는 지금 네이버웹툰앱을 사용한지 3~4년 가까이 된 유저입니다. 일단 웹툰앱 장점을 소개드릴게요. 무료쿠키를 받을 수 있습니다. 더보기쪽에 가면 쿠키오븐이라고, 쿠키를 받을 수 있는데가 있어요. 거기서 하라는 것을 하면 받을 수 있습니다. 그리고 재밌는 짤외에 여러 짤을 볼 수 있습니다. 더보기에 가면 '겟짤'이라는 것이 있는데, 거기 들어가면 유저들끼리 공유하고 싶은 짤(장면)을 공유할 수 있습니다. 저는 그곳에서 재밌어보이는 웹툰을 찾기도해요. 장점이 있으면 단점도 있겠죠? 일단 완결웹툰에서는 겟짤 기능을 쓰지 못합니다. 이건 저만 불편 할 수 있는데, 완결웹툰에서 공유하고 싶은 짤이 있는데 짤 올릴 수 있는 버튼이 없더라고요. 캡처는 애초에 안 되고요. 지금까지 제 의견이었습니다. 단점이 약간 있긴 하지만 굉장이 좋은 앱이라 추천드리니 다들 한 번씩 써보세요.","긍정","4","2"
"2025-11-20 05:05:55","5","잼나요","긍정","0","0"
"2025-11-19 23:11:19","5","너무재미있어요","긍정","2","0"
"2025-11-19 17:30:32","5","그저 시간날리는 앱","긍정","0","0"
"2025-11-19 10:27:19","4","볼 수 있는게 많고 다양해서 좋아요","긍정","2","0"
"2025-11-19 08:49:31","5","감사합니다","긍정","1","0"
"2025-11-19 08:48:29","1","컷툰인가요? 웹툰을 다 읽고 마지막 페이지를 가면 이후에는 만화를 다시 볼 수 없어서 불편합니다. 수정해주세요","부정","0","2"
"2025-11-19 07:43:00","5","굿","긍정","0","0"
"2025-11-19 00:55:33","1","1점","부정","0","0"
"2025-11-18 23:54:49","2","살짝보기, 관련작품 안보게좀 해주면 안됨? 진짜 1도 관심없고, 자동으로 넘어가면 불쾌하기만 함 설정으로 안보게라도 해주던가. 나올때마다 관련작품을 내가 왜 자동으로 봐야함?","부정","0","0"
"2025-11-18 23:43:36","5","항상 출퇴근길 함께 하는 네웹! 고마워요!!","긍정","0","0"
"2025-11-18 21:21:58","5","굿","긍정","0","0"
"2025-11-18 14:04:31","4","네이버 웹툰 너무 잘사용하고 있습니다!!! 재밌는게 너무 많아서 잠을 못잔다는 단점이 있어요.. 근데 질문이 있는데 옛날에 네웹엔 영상보는게 있었는데(예를 들어 열대어,대학일기 기기괴괴? 등)이런 애니같은걸 따로 볼 수 있는게 있었는데 혹시 그게 사라진건가요? 아니면 다른곳에 이동한건가요..?옛날에 보던 애니를 다시 보고싶어서요..제 리뷰를 보신다면 답장 부탁드립니다!","긍정","0","0"
"2025-11-18 13:34:17","5","굿입니다 굿","긍정","0","0"
"2025-11-18 13:17:50","5","그냥good!!","긍정","0","0"
"2025-11-17 23:13:14","2","이어폰꼇을때 BGM자동꺼짐좀 만들어주세요","부정","0","0"
"2025-11-17 15:52:39","5","소꿉컴 개꿀잼","긍정","3","0"
"2025-11-17 14:58:31","5","GOAT","긍정","0","0"
"2025-11-17 14:15:46","5","다양한 왭툰 굿","긍정","0","0"
"2025-11-17 14:13:38","3","물론 관계자분들도 아시겠지만 음란물 등을 new best로 띄우고 탈퇴해 댓글을 최상위로 띄우면서 신고도 불가능하게 만드는 수법이 성행하고 있습니다. 탈퇴한 사용자의 댓글을 뜨지 않게 하든, 그런 스팸 계정 자체를 방지하든 상황 개선이 필요해 보입니다.","중립","0","0"
"2025-11-17 13:46:28","5","재밌다ㅇ","긍정","2","0"
